ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,CheckpointIndex,SourceFile,FirstAimSourceRow,FirstTeleportSourceRow,FirstAppearSourceRow,FinalAppearSourceRow,ProgressBannerSourceRow,FirstAimTimestamp,FirstTeleportTimestamp,FirstAppearTimestamp,FinalAppearTimestamp,ProgressBannerTimestamp,StartPos_x,StartPos_y,StartPos_z,TargetPos_x,TargetPos_y,TargetPos_z,FirstLandingPos_x,FirstLandingPos_y,FirstLandingPos_z,FinalLandingPos_x,FinalLandingPos_y,FinalLandingPos_z,InitialTargetDistance2D,InitialTargetDistance3D,FirstTeleportDistance2D,FirstTeleportDistance3D,FirstLandingError2D,FirstLandingError3D,FinalLandingError2D,FinalLandingError3D,DirectHit,CorrectionCount,TeleportCountToCheckpoint,AllCorrectionsUnder100m,ContainsCorrectionAtLeast100m,TotalCorrectionDistance2D,TotalCorrectionDistance3D,MaxCorrectionDistance2D,MaxCorrectionDistance3D,FirstCorrectionLatency,TotalEpisodeTime,BannerDelayTime,TeleportActionSequence,TeleportSourceRows,AppearSourceRows,CorrectionDistances2D,CorrectionDistances3D,DistanceBand100m,DistanceBandBalanced,EpisodeStatus
SITE1_P24,P24,SITE1,map,A,2,7,5,P24_race_map_A_7.csv,19,20,21,21,22,10:15:23.768,10:15:26.446,10:15:26.446,10:15:26.446,10:15:27.726,205.700000,-128.800000,-1746.300000,-221.000000,-110.700000,-1770.000000,-219.300000,-109.200000,-1770.900000,-219.300000,-109.200000,-1770.900000,427.357672,427.740798,425.711358,426.162316,1.923538,2.439262,1.923538,2.439262,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.678000,1.280000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,map,A,2,7,6,P24_race_map_A_7.csv,23,24,25,25,26,10:15:28.164,10:15:30.137,10:15:30.137,10:15:30.137,10:15:31.251,-219.300000,-109.200000,-1770.900000,-640.700000,-108.700000,-1512.100000,-638.300000,-107.100000,-1511.400000,-638.300000,-107.100000,-1511.400000,494.525429,494.525682,492.850129,492.854603,2.500000,2.968164,2.500000,2.968164,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.973000,1.114000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,map,B,2,5,1,P24_race_map_B_5.csv,3,4,5,8,9,10:13:07.975,10:13:10.993,10:13:10.993,10:13:17.433,10:13:20.206,-1587.500000,-148.100000,1834.200000,-1824.000000,-155.900000,2254.000000,-1829.400000,-154.100000,2238.200000,-1825.600000,-154.300000,2252.100000,481.834297,481.897427,470.883860,470.922085,16.697305,16.794047,2.483948,2.954657,false,1,2,true,false,14.480677,14.481022,14.480677,14.481022,3.676000,9.458000,2.773000,teleport_map|teleport_map,4|7,5|8,14.480677,14.481022,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,map,B,2,5,2,P24_race_map_B_5.csv,10,11,12,12,13,10:13:21.517,10:13:25.052,10:13:25.052,10:13:25.052,10:13:27.956,-1825.700000,-154.300000,2252.200000,-2183.500000,-156.800000,1969.600000,-2182.200000,-155.100000,1968.800000,-2182.200000,-155.100000,1968.800000,455.942540,455.949394,455.498760,455.499462,1.526434,2.284732,1.526434,2.284732,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.535000,2.904000,teleport_map,11,12,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,map,B,2,5,3,P24_race_map_B_5.csv,14,15,16,16,17,10:13:28.343,10:13:33.098,10:13:33.098,10:13:33.098,10:13:34.736,-2182.200000,-155.100000,1968.800000,-2489.500000,-157.100000,2081.700000,-2487.400000,-155.300000,2082.000000,-2487.400000,-155.300000,2082.000000,327.383109,327.389218,325.516943,325.517081,2.121320,2.782086,2.121320,2.782086,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.755000,1.638000,teleport_map,15,16,,,300-400,200-350,direct_hit
SITE1_P24,P24,SITE1,map,B,2,5,4,P24_race_map_B_5.csv,18,19,20,20,21,10:13:35.049,10:13:39.116,10:13:39.116,10:13:39.116,10:13:41.395,-2487.400000,-155.300000,2082.000000,-2630.000000,-156.100000,2448.000000,-2631.900000,-154.500000,2443.400000,-2631.900000,-154.500000,2443.400000,392.798625,392.799440,389.217433,389.218255,4.976947,5.227810,4.976947,5.227810,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.067000,2.279000,teleport_map,19,20,,,300-400,351-500,direct_hit
SITE1_P24,P24,SITE1,map,B,2,5,5,P24_race_map_B_5.csv,22,23,24,24,25,10:13:42.296,10:13:46.634,10:13:46.634,10:13:46.634,10:13:48.224,-2631.900000,-154.500000,2443.400000,-2978.700000,-155.900000,2306.500000,-2981.000000,-154.300000,2304.800000,-2981.000000,-154.300000,2304.800000,372.842929,372.845558,375.607202,375.607255,2.860070,3.277194,2.860070,3.277194,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.338000,1.590000,teleport_map,23,24,,,300-400,351-500,direct_hit
SITE1_P24,P24,SITE1,map,B,2,5,6,P24_race_map_B_5.csv,26,27,28,28,29,10:13:48.639,10:13:53.224,10:13:53.224,10:13:53.224,10:13:54.951,-2981.000000,-154.400000,2304.900000,-2999.000000,-156.000000,1931.000000,-3001.000000,-154.200000,1930.300000,-3001.000000,-154.200000,1930.300000,374.333020,374.336440,375.133523,375.133536,2.118962,2.780288,2.118962,2.780288,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.585000,1.727000,teleport_map,27,28,,,300-400,351-500,direct_hit
SITE1_P24,P24,SITE1,map,C,2,6,1,P24_race_map_C_6.csv,3,4,5,5,6,10:14:14.585,10:14:17.487,10:14:17.488,10:14:17.488,10:14:18.797,-2003.300000,-141.900000,179.500000,-2299.700000,-147.700000,56.800000,-2299.800000,-146.000000,56.400000,-2299.800000,-146.000000,56.400000,320.793158,320.845586,321.131079,321.157251,0.412311,1.749286,0.412311,1.749286,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.903000,1.309000,teleport_map,4,5,,,300-400,200-350,direct_hit
SITE1_P24,P24,SITE1,map,C,2,6,2,P24_race_map_C_6.csv,7,8,9,9,10,10:14:19.073,10:14:22.078,10:14:22.078,10:14:22.078,10:14:23.586,-2299.800000,-146.100000,56.400000,-2303.900000,-147.000000,-387.200000,-2300.200000,-145.500000,-390.900000,-2300.200000,-145.500000,-390.900000,443.618947,443.619860,447.300179,447.300581,5.232590,5.443345,5.232590,5.443345,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.005000,1.508000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,map,C,2,6,3,P24_race_map_C_6.csv,11,12,13,13,14,10:14:24.098,10:14:27.458,10:14:27.458,10:14:27.458,10:14:28.854,-2300.200000,-145.500000,-390.800000,-1943.900000,-143.600000,-367.100000,-1946.800000,-142.200000,-371.400000,-1946.800000,-142.200000,-371.400000,357.087356,357.092411,353.932084,353.947468,5.186521,5.372150,5.186521,5.372150,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.360000,1.396000,teleport_map,12,13,,,300-400,351-500,direct_hit
SITE1_P24,P24,SITE1,map,C,2,6,4,P24_race_map_C_6.csv,15,16,17,17,18,10:14:29.177,10:14:32.149,10:14:32.149,10:14:32.149,10:14:34.068,-1946.800000,-142.200000,-371.500000,-2025.000000,-148.600000,-798.000000,-2021.000000,-146.900000,-799.600000,-2021.000000,-146.900000,-799.600000,433.609836,433.657065,434.482738,434.509252,4.308132,4.631414,4.308132,4.631414,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.972000,1.919000,teleport_map,16,17,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,map,C,2,6,5,P24_race_map_C_6.csv,19,20,21,21,22,10:14:34.322,10:14:37.900,10:14:37.900,10:14:37.900,10:14:39.374,-2021.000000,-147.000000,-799.500000,-1819.400000,-140.800000,-1190.000000,-1818.200000,-139.100000,-1190.800000,-1818.200000,-139.100000,-1190.800000,439.468782,439.512514,440.641895,440.712707,1.442221,2.229350,1.442221,2.229350,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.578000,1.474000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,map,C,2,6,6,P24_race_map_C_6.csv,23,24,25,25,26,10:14:39.695,10:14:42.965,10:14:42.965,10:14:42.965,10:14:47.471,-1818.200000,-139.100000,-1190.800000,-1375.200000,-127.000000,-1014.300000,-1375.000000,-125.300000,-1017.200000,-1375.000000,-125.300000,-1017.200000,476.866071,477.019559,474.757075,474.957598,2.906888,3.367492,2.906888,3.367492,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.270000,4.506000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P24,P24,SITE1,tsunami,A,3,10,1,P24_race_tsunami_A_10.csv,3,4,5,8,9,10:22:12.851,10:22:15.032,10:22:15.032,10:22:16.337,10:22:17.781,1364.500000,-136.900000,-2182.300000,1036.100000,-125.400000,-1926.600000,1049.800000,-124.000000,-1931.900000,1036.400000,-123.800000,-1928.300000,416.207941,416.366785,402.164456,402.371296,14.689452,14.756016,1.726268,2.353720,false,1,2,true,false,13.778607,13.780058,13.778607,13.780058,0.564000,3.486000,1.444000,teleport_tsunami|teleport_tsunami,4|7,5|8,13.778607,13.780058,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,A,3,10,2,P24_race_tsunami_A_10.csv,10,11,12,15,16,10:22:18.163,10:22:21.411,10:22:21.411,10:22:23.523,10:22:25.238,1036.400000,-123.700000,-1928.300000,660.800000,-122.800000,-2101.300000,642.600000,-121.100000,-2110.800000,657.700000,-121.100000,-2104.500000,413.526734,413.527714,434.033052,434.040839,20.530222,20.600485,4.455334,4.768648,false,1,2,true,false,16.192900,16.192900,16.192900,16.192900,1.236000,5.360000,1.715000,teleport_tsunami|teleport_tsunami,11|14,12|15,16.192900,16.192900,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,A,3,10,3,P24_race_tsunami_A_10.csv,17,18,19,22,23,10:22:26.581,10:22:28.267,10:22:28.268,10:22:29.991,10:22:31.152,657.500000,-121.100000,-2104.700000,193.000000,-120.500000,-2075.600000,214.200000,-118.600000,-2086.800000,194.000000,-118.700000,-2078.800000,465.410636,465.411023,443.661245,443.668288,23.976655,24.051819,3.352611,3.805260,false,1,2,true,false,21.819487,21.819716,21.819487,21.819716,0.616000,3.410000,1.161000,teleport_tsunami|teleport_tsunami,18|21,19|22,21.819487,21.819716,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,A,3,10,4,P24_race_tsunami_A_10.csv,26,27,28,28,29,10:22:36.640,10:22:38.811,10:22:38.811,10:22:38.811,10:22:40.395,194.100000,-118.700000,-2078.700000,207.800000,-130.500000,-1742.200000,206.600000,-128.700000,-1749.200000,206.600000,-128.700000,-1749.200000,336.778770,336.985430,329.737016,329.888618,7.102112,7.326664,7.102112,7.326664,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.171000,1.584000,teleport_tsunami,27,28,,,300-400,200-350,direct_hit
SITE1_P24,P24,SITE1,tsunami,A,3,10,5,P24_race_tsunami_A_10.csv,30,31,32,35,36,10:22:41.548,10:22:43.050,10:22:43.050,10:22:44.525,10:22:45.986,206.500000,-128.700000,-1749.300000,-221.000000,-110.700000,-1770.000000,-206.300000,-109.700000,-1768.900000,-220.900000,-109.100000,-1771.800000,428.000864,428.379201,413.265048,413.701583,14.741099,14.774979,1.802776,2.410394,false,1,2,true,false,14.807093,14.819244,14.807093,14.819244,0.512000,2.977000,1.461000,teleport_tsunami|teleport_tsunami,31|34,32|35,14.807093,14.819244,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,A,3,10,6,P24_race_tsunami_A_10.csv,37,38,39,42,43,10:22:46.704,10:22:48.168,10:22:48.168,10:22:49.387,10:22:50.942,-220.800000,-109.100000,-1771.800000,-640.700000,-108.700000,-1512.100000,-622.900000,-106.900000,-1526.000000,-637.000000,-107.000000,-1517.000000,493.720670,493.720832,471.277042,471.282177,22.584287,22.655904,6.140033,6.371028,false,1,2,true,false,16.727522,16.727821,16.727522,16.727821,0.490000,2.683000,1.555000,teleport_tsunami|teleport_tsunami,38|41,39|42,16.727522,16.727821,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,B,3,11,1,P24_race_tsunami_B_11.csv,3,4,5,8,9,10:23:17.082,10:23:18.874,10:23:18.875,10:23:20.217,10:23:21.271,-1587.500000,-148.100000,1834.300000,-1824.000000,-155.900000,2254.000000,-1807.700000,-154.100000,2218.800000,-1824.100000,-154.200000,2252.200000,481.747174,481.810315,443.089483,443.130105,38.790849,38.832589,1.802776,2.477902,false,1,2,true,false,37.209139,37.209676,37.209139,37.209676,0.409000,3.135000,1.054000,teleport_tsunami|teleport_tsunami,4|7,5|8,37.209139,37.209676,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,B,3,11,2,P24_race_tsunami_B_11.csv,10,11,12,15,16,10:23:22.291,10:23:23.827,10:23:23.827,10:23:25.092,10:23:26.444,-1824.200000,-154.200000,2252.100000,-2183.500000,-156.800000,1969.600000,-2166.200000,-155.000000,1972.500000,-2184.900000,-155.100000,1967.500000,457.058793,457.066188,441.746715,441.747439,17.541380,17.633491,2.523886,3.043025,false,1,2,true,false,19.453534,19.453791,19.453534,19.453791,0.538000,2.801000,1.352000,teleport_tsunami|teleport_tsunami,11|14,12|15,19.453534,19.453791,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,B,3,11,3,P24_race_tsunami_B_11.csv,17,18,19,22,23,10:23:27.428,10:23:29.157,10:23:29.158,10:23:30.908,10:23:31.901,-2184.900000,-155.100000,1967.500000,-2489.500000,-157.100000,2081.700000,-2497.600000,-155.400000,2088.100000,-2492.500000,-155.400000,2081.200000,325.304165,325.310313,335.150190,335.150324,10.323275,10.462313,3.041381,3.484250,false,1,2,true,false,8.381527,8.381527,8.381527,8.381527,1.296000,3.480000,0.993000,teleport_tsunami|teleport_tsunami,18|21,19|22,8.381527,8.381527,300-400,200-350,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,B,3,11,4,P24_race_tsunami_B_11.csv,24,25,26,29,30,10:23:32.991,10:23:35.331,10:23:35.332,10:23:36.238,10:23:36.948,-2492.400000,-155.400000,2081.200000,-2630.000000,-156.100000,2448.000000,-2622.900000,-154.400000,2435.700000,-2628.500000,-154.400000,2444.400000,391.760131,391.760756,377.757197,377.758521,14.202113,14.303496,3.900000,4.254409,false,1,2,true,false,10.346497,10.346497,10.346497,10.346497,0.539000,3.247000,0.710000,teleport_tsunami|teleport_tsunami,25|28,26|29,10.346497,10.346497,300-400,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,B,3,11,5,P24_race_tsunami_B_11.csv,31,32,33,39,40,10:23:37.975,10:23:39.449,10:23:39.449,10:23:43.096,10:23:43.938,-2628.500000,-154.400000,2444.300000,-2978.700000,-155.900000,2306.500000,-2862.000000,-154.200000,2344.900000,-2980.400000,-154.200000,2303.200000,376.336126,376.339116,253.776693,253.776772,122.855403,122.867164,3.712142,4.082891,false,2,3,false,true,143.507192,143.507787,134.533342,134.533379,0.415000,5.121000,0.842000,teleport_tsunami|teleport_tsunami|teleport_tsunami,32|35|38,33|36|39,134.533342|8.973851,134.533379|8.974408,300-400,351-500,contains_correction_at_least_100m
SITE1_P24,P24,SITE1,tsunami,B,3,11,6,P24_race_tsunami_B_11.csv,41,42,43,46,47,10:23:45.007,10:23:47.227,10:23:47.228,10:23:48.126,10:23:49.319,-2980.500000,-154.200000,2303.000000,-2999.000000,-156.000000,1931.000000,-2999.100000,-154.200000,1951.000000,-2999.200000,-154.300000,1932.400000,372.459729,372.464079,352.491078,352.491078,20.000250,20.081086,1.414214,2.211334,false,1,2,true,false,18.600269,18.600538,18.600269,18.600538,0.472000,3.119000,1.193000,teleport_tsunami|teleport_tsunami,42|45,43|46,18.600269,18.600538,300-400,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,C,3,9,1,P24_race_tsunami_C_9.csv,3,4,5,11,12,10:20:52.245,10:20:54.016,10:20:54.016,10:20:56.355,10:20:58.918,-2003.300000,-141.800000,179.500000,-2299.700000,-147.700000,56.800000,-2275.600000,-145.900000,64.900000,-2297.400000,-146.200000,55.200000,320.793158,320.847409,295.432649,295.461097,25.424791,25.488429,2.801785,3.178050,false,2,3,true,false,23.993339,23.996683,17.454226,17.454512,0.510000,4.110000,2.563000,teleport_tsunami|teleport_tsunami|teleport_tsunami,4|7|10,5|8|11,17.454226|6.539113,17.454512|6.542171,300-400,200-350,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,C,3,9,2,P24_race_tsunami_C_9.csv,13,14,15,18,19,10:20:59.999,10:21:01.524,10:21:01.524,10:21:03.766,10:21:04.689,-2297.500000,-146.100000,55.100000,-2303.900000,-147.000000,-387.200000,-2306.500000,-145.400000,-403.100000,-2304.500000,-145.400000,-393.700000,442.346301,442.347217,458.288381,458.288915,16.111176,16.190429,6.527634,6.720863,false,1,2,true,false,9.512623,9.512623,9.512623,9.512623,1.488000,3.767000,0.923000,teleport_tsunami|teleport_tsunami,14|17,15|18,9.512623,9.512623,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,C,3,9,3,P24_race_tsunami_C_9.csv,20,21,22,25,26,10:21:05.615,10:21:07.580,10:21:07.580,10:21:08.976,10:21:10.434,-2304.500000,-145.400000,-393.700000,-1943.900000,-143.600000,-367.100000,-1963.400000,-142.700000,-371.900000,-1948.100000,-142.200000,-370.700000,361.579756,361.584236,341.795919,341.806583,20.082082,20.102239,5.531727,5.706137,false,1,2,true,false,15.355129,15.363268,15.355129,15.363268,0.482000,3.361000,1.458000,teleport_tsunami|teleport_tsunami,21|24,22|25,15.355129,15.363268,300-400,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,C,3,9,4,P24_race_tsunami_C_9.csv,27,28,29,32,33,10:21:11.986,10:21:13.742,10:21:13.743,10:21:15.808,10:21:17.163,-1948.200000,-142.100000,-370.700000,-2025.000000,-148.600000,-798.000000,-2032.300000,-146.500000,-816.100000,-2025.600000,-146.900000,-801.700000,434.146899,434.195555,453.270306,453.291661,19.516660,19.629315,3.748333,4.115823,false,1,2,true,false,15.791770,15.794619,15.791770,15.794619,1.260000,3.822000,1.355000,teleport_tsunami|teleport_tsunami,28|31,29|32,15.791770,15.794619,400-500,351-500,short_corrections_only
SITE1_P24,P24,SITE1,tsunami,C,3,9,5,P24_race_tsunami_C_9.csv,34,35,36,42,43,10:21:18.579,10:21:19.904,10:21:19.904,10:21:24.290,10:21:25.519,-2025.500000,-146.900000,-801.900000,-1819.400000,-140.800000,-1190.000000,-1953.600000,-142.100000,-945.000000,-1821.300000,-139.200000,-1190.700000,439.430108,439.472445,160.147495,160.219412,279.346810,279.349834,2.024846,2.580698,false,2,3,false,true,279.195344,279.211783,255.777188,255.793628,0.456000,5.711000,1.229000,teleport_tsunami|teleport_tsunami|teleport_tsunami,35|38|41,36|39|42,255.777188|23.418155,255.793628|23.418155,400-500,351-500,contains_correction_at_least_100m
SITE1_P24,P24,SITE1,tsunami,C,3,9,6,P24_race_tsunami_C_9.csv,47,48,49,91,92,10:21:34.486,10:21:35.884,10:21:35.884,10:21:51.964,10:21:53.379,-1821.200000,-139.200000,-1190.800000,-1375.200000,-127.000000,-1014.300000,-1539.800000,-132.000000,-1161.000000,-1372.600000,-125.300000,-1017.300000,479.654303,479.809431,282.973497,283.065081,220.485941,220.542626,3.969887,4.318565,false,14,15,false,true,418.538911,418.797604,183.431322,183.529425,0.414000,17.478000,1.415000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,48|51|54|57|60|63|66|69|72|75|78|81|84|87|90,49|52|55|58|61|64|67|70|73|76|79|82|85|88|91,183.431322|22.568341|12.277622|10.920165|19.159593|23.740261|16.236379|19.215098|4.800000|8.302409|10.111874|6.000000|77.458440|4.317407,183.529425|22.576315|12.292274|10.924285|19.172376|23.742157|16.239150|19.215098|4.866210|8.304818|10.113852|6.000833|77.498774|4.322037,400-500,351-500,contains_correction_at_least_100m
SITE2_P01,P01,SITE2,map,A,2,7,1,P01_race_map_A_7.csv,3,4,5,5,6,09:37:56.715,09:37:59.739,09:37:59.739,09:37:59.739,09:38:01.818,1364.500000,-136.900000,-2182.300000,1036.100000,-125.400000,-1926.600000,1036.200000,-123.900000,-1924.500000,1036.200000,-123.900000,-1924.500000,416.207941,416.366785,417.422723,417.625107,2.102380,2.582634,2.102380,2.582634,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.024000,2.079000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,A,2,7,2,P01_race_map_A_7.csv,7,8,9,9,10,09:38:02.601,09:38:09.567,09:38:09.567,09:38:09.567,09:38:14.368,1036.200000,-124.000000,-1924.500000,660.800000,-122.800000,-2101.300000,656.500000,-121.300000,-2103.100000,656.500000,-121.300000,-2103.100000,414.949876,414.951612,419.607019,419.615705,4.661545,4.896938,4.661545,4.896938,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,6.966000,4.801000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,A,2,7,3,P01_race_map_A_7.csv,12,13,14,14,15,09:38:19.520,09:38:21.900,09:38:21.900,09:38:21.900,09:38:26.015,656.500000,-121.300000,-2103.200000,193.000000,-120.500000,-2075.600000,190.300000,-119.000000,-2072.600000,190.300000,-119.000000,-2072.600000,464.321020,464.321710,467.196629,467.201809,4.036087,4.305810,4.036087,4.305810,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.380000,4.115000,teleport_map,13,14,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,A,2,7,4,P01_race_map_A_7.csv,16,17,18,18,19,09:38:26.650,09:38:29.744,09:38:29.744,09:38:29.744,09:38:31.527,190.300000,-119.000000,-2072.600000,207.800000,-130.500000,-1742.200000,205.500000,-129.100000,-1738.900000,205.500000,-129.100000,-1738.900000,330.863129,331.062925,334.046000,334.198653,4.022437,4.259108,4.022437,4.259108,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.094000,1.783000,teleport_map,17,18,,,300-400,200-350,direct_hit
SITE2_P01,P01,SITE2,map,A,2,7,5,P01_race_map_A_7.csv,20,21,22,22,23,09:38:32.626,09:38:35.419,09:38:35.419,09:38:35.419,09:38:36.842,205.500000,-129.100000,-1739.000000,-221.000000,-110.700000,-1770.000000,-218.600000,-109.400000,-1767.300000,-218.600000,-109.400000,-1767.300000,427.625128,428.020806,425.043174,425.499459,3.612478,3.839271,3.612478,3.839271,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.793000,1.423000,teleport_map,21,22,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,A,2,7,6,P01_race_map_A_7.csv,24,25,26,26,27,09:38:37.217,09:38:40.444,09:38:40.444,09:38:40.444,09:38:42.814,-218.600000,-109.400000,-1767.300000,-640.700000,-108.700000,-1512.100000,-637.800000,-107.200000,-1511.800000,-637.800000,-107.200000,-1511.800000,493.249886,493.250383,490.926563,490.931492,2.915476,3.278719,2.915476,3.278719,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.227000,2.370000,teleport_map,25,26,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,B,2,5,1,P01_race_map_B_5.csv,3,4,5,8,9,09:34:00.181,09:34:05.636,09:34:05.636,09:34:12.209,09:34:14.708,-1587.500000,-148.200000,1834.200000,-1824.000000,-155.900000,2254.000000,-1821.700000,-154.600000,2260.300000,-1822.200000,-154.500000,2256.400000,481.834297,481.895819,486.220989,486.263108,6.706713,6.831544,3.000000,3.310589,false,1,2,true,false,3.931921,3.931921,3.931921,3.931921,3.489000,12.028000,2.499000,teleport_map|teleport_map,4|7,5|8,3.931921,3.931921,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,map,B,2,5,2,P01_race_map_B_5.csv,10,11,12,15,16,09:34:17.598,09:34:32.435,09:34:32.435,09:34:40.873,09:34:45.161,-1822.400000,-154.600000,2256.700000,-2183.500000,-156.800000,1969.600000,-1880.100000,-155.000000,1896.300000,-2181.300000,-155.200000,1970.200000,461.323769,461.329015,364.989657,364.989877,312.128900,312.134090,2.280351,2.785678,false,1,2,false,true,310.012338,310.012484,310.012338,310.012484,3.067000,23.275000,4.288000,teleport_map|teleport_map,11|14,12|15,310.012338,310.012484,400-500,351-500,contains_correction_at_least_100m
SITE2_P01,P01,SITE2,map,B,2,5,3,P01_race_map_B_5.csv,17,18,19,19,20,09:34:46.216,09:34:50.859,09:34:50.859,09:34:50.859,09:35:06.931,-2181.200000,-155.200000,1970.200000,-2489.500000,-157.100000,2081.700000,-2489.300000,-155.600000,2083.800000,-2489.300000,-155.600000,2083.800000,327.843164,327.848669,328.341073,328.341316,2.109502,2.588436,2.109502,2.588436,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.643000,16.072000,teleport_map,18,19,,,300-400,200-350,direct_hit
SITE2_P01,P01,SITE2,map,B,2,5,4,P01_race_map_B_5.csv,21,22,23,23,24,09:35:07.916,09:35:12.564,09:35:12.565,09:35:12.565,09:35:15.666,-2489.300000,-155.500000,2083.800000,-2630.000000,-156.100000,2448.000000,-2629.300000,-154.600000,2447.300000,-2629.300000,-154.600000,2447.300000,390.433259,390.433720,389.528240,389.529280,0.989949,1.797220,0.989949,1.797220,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.649000,3.101000,teleport_map,22,23,,,300-400,351-500,direct_hit
SITE2_P01,P01,SITE2,map,B,2,5,5,P01_race_map_B_5.csv,25,26,27,30,31,09:35:18.173,09:35:21.562,09:35:21.562,09:35:26.337,09:35:32.722,-2629.300000,-154.700000,2447.300000,-2978.700000,-155.900000,2306.500000,-2978.300000,-154.500000,2313.000000,-2976.900000,-154.300000,2308.100000,376.702801,376.704712,373.948512,373.948566,6.512296,6.661081,2.408319,2.891366,false,1,2,true,false,5.069517,5.070503,5.069517,5.070503,1.492000,8.164000,6.385000,teleport_map|teleport_map,26|29,27|30,5.069517,5.070503,300-400,351-500,short_corrections_only
SITE2_P01,P01,SITE2,map,B,2,5,6,P01_race_map_B_5.csv,32,33,34,34,35,09:35:35.472,09:35:39.171,09:35:39.171,09:35:39.171,09:35:43.118,-2976.900000,-154.400000,2308.100000,-2999.000000,-156.000000,1931.000000,-3000.300000,-154.400000,1933.400000,-3000.300000,-154.400000,1933.400000,377.747032,377.750420,375.423734,375.423747,2.729469,3.163858,2.729469,3.163858,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.699000,3.947000,teleport_map,33,34,,,300-400,351-500,direct_hit
SITE2_P01,P01,SITE2,map,C,2,6,1,P01_race_map_C_6.csv,3,4,5,5,6,09:36:12.476,09:36:21.713,09:36:21.713,09:36:21.713,09:36:24.155,-2002.100000,-142.300000,169.100000,-2299.700000,-147.700000,56.800000,-2302.700000,-146.100000,59.600000,-2302.700000,-146.100000,59.600000,318.083401,318.129235,319.922819,319.946589,4.103657,4.404543,4.103657,4.404543,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,9.237000,2.442000,teleport_map,4,5,,,300-400,200-350,direct_hit
