ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,CheckpointIndex,SourceFile,FirstAimSourceRow,FirstTeleportSourceRow,FirstAppearSourceRow,FinalAppearSourceRow,ProgressBannerSourceRow,FirstAimTimestamp,FirstTeleportTimestamp,FirstAppearTimestamp,FinalAppearTimestamp,ProgressBannerTimestamp,StartPos_x,StartPos_y,StartPos_z,TargetPos_x,TargetPos_y,TargetPos_z,FirstLandingPos_x,FirstLandingPos_y,FirstLandingPos_z,FinalLandingPos_x,FinalLandingPos_y,FinalLandingPos_z,InitialTargetDistance2D,InitialTargetDistance3D,FirstTeleportDistance2D,FirstTeleportDistance3D,FirstLandingError2D,FirstLandingError3D,FinalLandingError2D,FinalLandingError3D,DirectHit,CorrectionCount,TeleportCountToCheckpoint,AllCorrectionsUnder100m,ContainsCorrectionAtLeast100m,TotalCorrectionDistance2D,TotalCorrectionDistance3D,MaxCorrectionDistance2D,MaxCorrectionDistance3D,FirstCorrectionLatency,TotalEpisodeTime,BannerDelayTime,TeleportActionSequence,TeleportSourceRows,AppearSourceRows,CorrectionDistances2D,CorrectionDistances3D,DistanceBand100m,DistanceBandBalanced,EpisodeStatus
SITE1_P04,P04,SITE1,tsunami,C,2,6,5,P04_race_tsunami_C_6.csv,34,35,36,39,40,14:25:22.489,14:25:25.774,14:25:25.774,14:25:26.779,14:25:29.321,-2027.300000,-146.800000,-802.700000,-1819.400000,-140.800000,-1190.000000,-1822.600000,-139.100000,-1182.400000,-1821.900000,-139.200000,-1188.600000,439.572178,439.613125,431.363165,431.431883,8.246211,8.419620,2.865310,3.281768,false,1,2,true,false,6.350591,6.351378,6.350591,6.351378,0.628000,4.290000,2.542000,teleport_tsunami|teleport_tsunami,35|38,36|39,6.350591,6.351378,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,C,2,6,6,P04_race_tsunami_C_6.csv,43,44,45,48,49,14:25:35.535,14:25:37.116,14:25:37.117,14:25:38.397,14:25:40.970,-1821.800000,-139.100000,-1188.500000,-1375.200000,-127.000000,-1014.300000,-1379.100000,-125.300000,-1007.900000,-1376.800000,-125.400000,-1013.900000,479.371672,479.524358,478.120957,478.320071,7.494665,7.685050,1.649242,2.297825,false,1,2,true,false,6.462198,6.462198,6.462198,6.462198,0.763000,2.862000,2.573000,teleport_tsunami|teleport_tsunami,44|47,45|48,6.462198,6.462198,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,map,A,1,3,1,P05_race_map_A_3.csv,3,4,5,5,6,10:02:58.571,10:03:01.136,10:03:01.136,10:03:01.136,10:03:02.712,1364.500000,-136.900000,-2182.300000,1036.100000,-125.400000,-1926.600000,1040.900000,-124.000000,-1929.500000,1040.900000,-124.000000,-1929.500000,416.207941,416.366785,410.639501,410.842074,5.608030,5.780138,5.608030,5.780138,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.565000,1.576000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,A,1,3,2,P05_race_map_A_3.csv,7,8,9,9,10,10:03:03.142,10:03:05.294,10:03:05.294,10:03:05.294,10:03:07.523,1040.900000,-124.100000,-1929.500000,660.800000,-122.800000,-2101.300000,663.100000,-121.300000,-2104.800000,663.100000,-121.300000,-2104.800000,417.122584,417.124610,416.488811,416.497563,4.188078,4.448595,4.188078,4.448595,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.152000,2.229000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,A,1,3,3,P05_race_map_A_3.csv,11,12,13,13,14,10:03:07.827,10:03:10.125,10:03:10.125,10:03:10.125,10:03:16.822,663.100000,-121.300000,-2104.800000,193.000000,-120.500000,-2075.600000,192.500000,-119.400000,-2070.500000,192.500000,-119.400000,-2070.500000,471.005998,471.006677,471.748598,471.752032,5.124451,5.241183,5.124451,5.241183,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.298000,6.697000,teleport_map,12,13,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,A,1,3,4,P05_race_map_A_3.csv,15,16,17,17,18,10:03:17.466,10:03:19.657,10:03:19.657,10:03:19.657,10:03:22.321,192.600000,-119.400000,-2070.500000,207.800000,-130.500000,-1742.200000,208.100000,-129.200000,-1739.100000,208.100000,-129.200000,-1739.100000,328.651685,328.839079,316.013054,316.152827,3.114482,3.374907,3.114482,3.374907,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.191000,2.664000,teleport_map,16,17,,,300-400,200-350,direct_hit
SITE1_P05,P05,SITE1,map,A,1,3,5,P05_race_map_A_3.csv,19,20,21,21,22,10:03:22.661,10:03:25.137,10:03:25.137,10:03:25.137,10:03:27.100,208.100000,-129.200000,-1739.100000,-221.000000,-110.700000,-1770.000000,-218.700000,-109.500000,-1765.700000,-218.700000,-109.500000,-1765.700000,430.211134,430.608720,427.628109,428.081639,4.876474,5.021952,4.876474,5.021952,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.476000,1.963000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,A,1,3,6,P05_race_map_A_3.csv,23,24,25,25,26,10:03:28.095,10:03:30.304,10:03:30.305,10:03:30.305,10:03:40.447,-218.700000,-109.500000,-1765.800000,-640.700000,-108.700000,-1512.100000,-642.600000,-107.200000,-1514.800000,-642.600000,-107.200000,-1514.800000,492.389774,492.390424,513.719768,513.722921,3.301515,3.626293,3.301515,3.626293,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.210000,10.142000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,B,1,1,1,P05_race_map_B_1.csv,3,4,5,5,6,10:01:00.147,10:01:03.295,10:01:03.295,10:01:03.295,10:01:08.063,-1587.500000,-148.200000,1834.200000,-1824.000000,-155.900000,2254.000000,-1821.600000,-154.600000,2254.100000,-1821.600000,-154.600000,2254.100000,481.834297,481.895819,475.867597,475.911988,2.402082,2.731300,2.402082,2.731300,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.148000,4.768000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,B,1,1,2,P05_race_map_B_1.csv,7,8,9,9,10,10:01:09.565,10:01:13.094,10:01:13.094,10:01:13.094,10:01:20.466,-1821.700000,-154.700000,2254.100000,-2183.500000,-156.800000,1969.600000,-2185.400000,-155.400000,1969.200000,-2185.400000,-155.400000,1969.200000,460.260242,460.265032,466.078116,466.078641,1.941649,2.393742,1.941649,2.393742,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.529000,7.372000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,B,1,1,3,P05_race_map_B_1.csv,11,12,13,13,14,10:01:22.317,10:01:25.804,10:01:25.804,10:01:25.804,10:01:27.475,-2185.400000,-155.400000,1969.200000,-2489.500000,-157.100000,2081.700000,-2491.700000,-155.700000,2081.300000,-2491.700000,-155.700000,2081.300000,324.242286,324.246742,326.168821,326.168959,2.236068,2.638181,2.236068,2.638181,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.487000,1.671000,teleport_map,12,13,,,300-400,200-350,direct_hit
SITE1_P05,P05,SITE1,map,B,1,1,4,P05_race_map_B_1.csv,15,16,17,17,18,10:01:28.591,10:01:31.669,10:01:31.669,10:01:31.669,10:01:35.008,-2491.700000,-155.700000,2081.300000,-2630.000000,-156.100000,2448.000000,-2628.400000,-154.700000,2446.900000,-2628.400000,-154.700000,2446.900000,391.912975,391.913179,384.914042,384.915614,1.941649,2.393742,1.941649,2.393742,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.078000,3.339000,teleport_map,16,17,,,300-400,351-500,direct_hit
SITE1_P05,P05,SITE1,map,B,1,1,5,P05_race_map_B_1.csv,24,25,26,26,27,10:01:45.818,10:01:49.115,10:01:49.115,10:01:49.115,10:01:52.792,-2981.700000,-154.600000,2306.900000,-2999.000000,-156.000000,1931.000000,-3001.900000,-154.400000,1927.200000,-3001.900000,-154.400000,1927.200000,376.297887,376.300492,380.236939,380.236952,4.780167,5.040833,4.780167,5.040833,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.297000,3.677000,teleport_map,25,26,,,300-400,351-500,direct_hit
SITE1_P05,P05,SITE1,map,C,1,2,1,P05_race_map_C_2.csv,3,4,5,5,6,10:02:09.271,10:02:12.093,10:02:12.093,10:02:12.093,10:02:13.400,-2003.300000,-141.900000,179.600000,-2299.700000,-147.700000,56.800000,-2296.700000,-146.400000,56.800000,-2296.700000,-146.400000,56.800000,320.831420,320.883842,318.061944,318.093775,3.000000,3.269557,3.000000,3.269557,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.822000,1.307000,teleport_map,4,5,,,300-400,200-350,direct_hit
SITE1_P05,P05,SITE1,map,C,1,2,2,P05_race_map_C_2.csv,7,8,9,9,10,10:02:14.014,10:02:16.277,10:02:16.278,10:02:16.278,10:02:20.051,-2296.700000,-146.500000,56.800000,-2303.900000,-147.000000,-387.200000,-2304.400000,-145.600000,-391.400000,-2304.400000,-145.600000,-391.400000,444.058375,444.058656,448.267866,448.268580,4.229657,4.455334,4.229657,4.455334,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.264000,3.773000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,C,1,2,3,P05_race_map_C_2.csv,11,12,13,13,14,10:02:20.186,10:02:23.685,10:02:23.685,10:02:23.685,10:02:25.945,-2304.400000,-145.600000,-391.300000,-1943.900000,-143.600000,-367.100000,-1943.100000,-142.100000,-364.900000,-1943.100000,-142.100000,-364.900000,361.311348,361.316883,362.263233,362.280140,2.340940,2.780288,2.340940,2.780288,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.499000,2.260000,teleport_map,12,13,,,300-400,351-500,direct_hit
SITE1_P05,P05,SITE1,map,C,1,2,4,P05_race_map_C_2.csv,15,16,17,17,18,10:02:26.164,10:02:28.262,10:02:28.262,10:02:28.262,10:02:30.765,-1943.200000,-142.200000,-365.000000,-2025.000000,-148.600000,-798.000000,-2023.800000,-147.200000,-800.800000,-2023.800000,-147.200000,-800.800000,440.658870,440.705344,443.190704,443.218908,3.046309,3.352611,3.046309,3.352611,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.098000,2.503000,teleport_map,16,17,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,C,1,2,5,P05_race_map_C_2.csv,19,20,21,21,22,10:02:31.028,10:02:34.736,10:02:34.736,10:02:34.736,10:02:40.402,-2023.800000,-147.200000,-800.700000,-1819.400000,-140.800000,-1190.000000,-1817.200000,-139.200000,-1189.200000,-1817.200000,-139.200000,-1189.200000,439.697453,439.744028,432.829620,432.899896,2.340940,2.835489,2.340940,2.835489,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.708000,5.666000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,map,C,1,2,6,P05_race_map_C_2.csv,23,24,25,25,26,10:02:41.218,10:02:44.230,10:02:44.230,10:02:44.230,10:02:47.102,-1817.200000,-139.200000,-1189.100000,-1375.200000,-127.000000,-1014.300000,-1376.100000,-125.600000,-1016.300000,-1376.100000,-125.600000,-1016.300000,475.309415,475.465961,470.614418,470.810886,2.193171,2.601922,2.193171,2.601922,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.012000,2.872000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,tsunami,A,2,6,1,P05_race_tsunami_A_6.csv,3,4,5,17,18,10:10:22.449,10:10:23.817,10:10:23.817,10:10:28.794,10:10:31.012,1364.500000,-136.900000,-2182.300000,1036.100000,-125.400000,-1926.600000,1261.300000,-133.100000,-2143.600000,1037.400000,-124.000000,-1927.300000,416.207941,416.366785,110.217648,110.283136,312.736375,312.831153,1.476482,2.034699,false,4,5,false,true,318.743015,319.014959,136.676260,136.697330,0.350000,6.345000,2.218000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,4|7|10|13|16,5|8|11|14|17,63.935749|136.676260|108.700736|9.430270,64.180527|136.697330|108.706302|9.430801,400-500,351-500,contains_correction_at_least_100m
SITE1_P05,P05,SITE1,tsunami,A,2,6,2,P05_race_tsunami_A_6.csv,19,20,21,27,28,10:10:31.856,10:10:33.485,10:10:33.485,10:10:35.780,10:10:36.985,1037.400000,-124.000000,-1927.400000,660.800000,-122.800000,-2101.300000,793.400000,-120.100000,-2064.500000,661.000000,-121.300000,-2100.700000,414.811728,414.813464,279.879278,279.906449,137.611773,137.638258,0.632456,1.627882,false,2,3,false,true,137.291858,137.298295,111.851732,111.858169,0.447000,3.924000,1.205000,teleport_tsunami|teleport_tsunami|teleport_tsunami,20|23|26,21|24|27,111.851732|25.440126,111.858169|25.440126,400-500,351-500,contains_correction_at_least_100m
SITE1_P05,P05,SITE1,tsunami,A,2,6,3,P05_race_tsunami_A_6.csv,29,30,31,37,38,10:10:37.945,10:10:38.714,10:10:38.715,10:10:44.160,10:10:46.552,661.100000,-121.300000,-2100.700000,193.000000,-120.500000,-2075.600000,644.100000,-121.400000,-2104.800000,192.600000,-119.100000,-2073.800000,468.772461,468.773143,17.487424,17.487710,452.044080,452.044976,1.843909,2.315167,false,2,3,false,true,513.577257,513.591851,483.013716,483.022422,0.290000,6.215000,2.392000,teleport_tsunami|teleport_tsunami|teleport_tsunami,30|33|36,31|34|37,483.013716|30.563540,483.022422|30.569429,400-500,351-500,contains_correction_at_least_100m
SITE1_P05,P05,SITE1,tsunami,A,2,6,4,P05_race_tsunami_A_6.csv,39,40,41,50,51,10:10:47.469,10:10:48.211,10:10:48.212,10:10:52.223,10:10:53.347,192.600000,-119.100000,-2073.700000,207.800000,-130.500000,-1742.200000,201.600000,-126.000000,-1926.400000,208.600000,-129.000000,-1746.400000,331.848294,332.044048,147.574693,147.735913,184.304314,184.359242,4.275512,4.531004,false,3,4,false,true,180.501120,180.527738,137.253998,137.278622,0.301000,4.754000,1.124000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,40|43|46|49,41|44|47|50,26.558803|137.253998|16.688319,26.560497|137.278622|16.688619,300-400,200-350,contains_correction_at_least_100m
SITE1_P05,P05,SITE1,tsunami,A,2,6,5,P05_race_tsunami_A_6.csv,52,53,54,57,58,10:10:54.373,10:10:56.803,10:10:56.803,10:10:58.613,10:10:59.921,208.600000,-129.000000,-1746.400000,-221.000000,-110.700000,-1770.000000,-255.700000,-108.000000,-1778.900000,-224.200000,-109.200000,-1769.500000,430.247743,430.636749,465.436075,465.909584,35.823177,35.924783,3.238827,3.569314,false,1,2,true,false,32.776821,32.798780,32.776821,32.798780,1.059000,4.240000,1.308000,teleport_tsunami|teleport_tsunami,53|56,54|57,32.776821,32.798780,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,A,2,6,6,P05_race_tsunami_A_6.csv,59,60,61,64,65,10:11:01.070,10:11:02.924,10:11:02.924,10:11:04.520,10:11:06.133,-224.200000,-109.200000,-1769.400000,-640.700000,-108.700000,-1512.100000,-617.200000,-107.100000,-1523.700000,-637.400000,-107.300000,-1513.400000,489.566686,489.566941,463.484077,463.488835,26.207060,26.255856,3.546830,3.813135,false,1,2,true,false,22.674435,22.675317,22.674435,22.675317,0.541000,3.450000,1.613000,teleport_tsunami|teleport_tsunami,60|63,61|64,22.674435,22.675317,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,B,2,7,1,P05_race_tsunami_B_7.csv,3,4,5,11,12,10:11:18.935,10:11:20.226,10:11:20.226,10:11:22.641,10:11:24.155,-1587.600000,-148.100000,1834.200000,-1824.000000,-155.900000,2254.000000,-1800.500000,-154.600000,2208.400000,-1822.500000,-154.500000,2251.400000,481.785222,481.848358,430.525319,430.574384,51.299220,51.315690,3.001666,3.312099,false,2,3,true,false,48.331631,48.331752,41.423665,41.423785,0.371000,3.706000,1.514000,teleport_tsunami|teleport_tsunami|teleport_tsunami,4|7|10,5|8|11,41.423665|6.907966,41.423785|6.907966,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,B,2,7,2,P05_race_tsunami_B_7.csv,13,14,15,18,19,10:11:25.388,10:11:27.147,10:11:27.147,10:11:28.240,10:11:29.208,-1822.500000,-154.500000,2251.300000,-2183.500000,-156.800000,1969.600000,-2166.400000,-155.300000,1987.200000,-2186.700000,-155.300000,1967.800000,457.903800,457.909576,433.608141,433.608879,24.539152,24.584955,3.671512,3.966106,false,1,2,true,false,28.079352,28.079352,28.079352,28.079352,0.525000,2.852000,0.968000,teleport_tsunami|teleport_tsunami,14|17,15|18,28.079352,28.079352,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,B,2,7,3,P05_race_tsunami_B_7.csv,21,22,23,29,30,10:11:32.223,10:11:33.623,10:11:33.623,10:11:36.304,10:11:39.063,-2186.700000,-155.300000,1967.800000,-2489.500000,-157.100000,2081.700000,-2447.700000,-155.700000,2056.700000,-2487.500000,-155.700000,2080.900000,323.513601,323.518608,275.724881,275.725171,48.705646,48.725763,2.154066,2.569047,false,2,3,true,false,46.581554,46.581554,36.649284,36.649284,0.686000,4.081000,2.759000,teleport_tsunami|teleport_tsunami|teleport_tsunami,22|25|28,23|26|29,36.649284|9.932271,36.649284|9.932271,300-400,200-350,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,B,2,7,4,P05_race_tsunami_B_7.csv,31,32,33,39,40,10:11:39.729,10:11:40.055,10:11:40.055,10:11:42.735,10:11:43.627,-2487.500000,-155.700000,2080.900000,-2630.000000,-156.100000,2448.000000,-2503.700000,-155.500000,2138.300000,-2631.600000,-154.700000,2449.900000,393.787582,393.787785,59.642267,59.642602,334.463421,334.463959,2.483948,2.851315,false,2,3,false,true,336.847953,336.849006,303.877360,303.878413,0.264000,3.006000,0.892000,teleport_tsunami|teleport_tsunami|teleport_tsunami,32|35|38,33|36|39,303.877360|32.970593,303.878413|32.970593,300-400,351-500,contains_correction_at_least_100m
SITE1_P05,P05,SITE1,tsunami,B,2,7,5,P05_race_tsunami_B_7.csv,41,42,43,46,47,10:11:44.560,10:11:45.690,10:11:45.690,10:11:47.107,10:11:48.805,-2631.800000,-154.700000,2449.800000,-2978.700000,-155.900000,2306.500000,-2949.700000,-154.200000,2290.800000,-2984.800000,-154.600000,2310.900000,375.332519,375.334438,355.445369,355.445720,32.977113,33.020902,7.521303,7.632824,false,1,2,true,false,40.398144,40.401238,40.398144,40.401238,0.652000,2.547000,1.698000,teleport_tsunami|teleport_tsunami,42|45,43|46,40.398144,40.401238,300-400,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,B,2,7,6,P05_race_tsunami_B_7.csv,48,49,50,53,54,10:11:49.698,10:11:51.680,10:11:51.681,10:11:52.982,10:11:53.773,-2984.700000,-154.600000,2310.900000,-2999.000000,-156.000000,1931.000000,-2999.800000,-154.400000,1963.700000,-2998.800000,-154.500000,1929.300000,380.169041,380.171619,347.528200,347.528258,32.709784,32.748893,1.711724,2.275961,false,1,2,true,false,34.414532,34.414677,34.414532,34.414677,0.458000,3.284000,0.791000,teleport_tsunami|teleport_tsunami,49|52,50|53,34.414532,34.414677,300-400,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,C,2,5,1,P05_race_tsunami_C_5.csv,3,4,5,8,9,10:09:19.855,10:09:22.185,10:09:22.185,10:09:23.461,10:09:26.847,-2003.400000,-141.800000,179.600000,-2299.700000,-147.700000,56.800000,-2291.800000,-146.200000,63.300000,-2298.000000,-146.300000,58.600000,320.739037,320.793298,310.966638,310.997765,10.230347,10.339729,2.475884,2.844293,false,1,2,true,false,7.780103,7.780745,7.780103,7.780745,0.704000,3.606000,3.386000,teleport_tsunami|teleport_tsunami,4|7,5|8,7.780103,7.780745,300-400,200-350,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,C,2,5,2,P05_race_tsunami_C_5.csv,10,11,12,18,19,10:09:28.107,10:09:33.429,10:09:33.430,10:09:37.443,10:09:39.327,-2298.300000,-146.300000,58.600000,-2303.900000,-147.000000,-387.200000,-2312.100000,-145.700000,-414.700000,-2302.200000,-145.600000,-381.400000,445.835171,445.835721,473.501140,473.501521,28.696515,28.725946,6.044005,6.204031,false,2,3,true,false,34.653479,34.654059,18.462123,18.462394,1.188000,9.336000,1.884000,teleport_tsunami|teleport_tsunami|teleport_tsunami,11|14|17,12|15|18,16.191356|18.462123,16.191665|18.462394,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,C,2,5,3,P05_race_tsunami_C_5.csv,20,21,22,25,26,10:09:40.382,10:09:41.926,10:09:41.926,10:09:44.628,10:09:46.435,-2302.100000,-145.500000,-381.500000,-1943.900000,-143.600000,-367.100000,-1935.900000,-141.900000,-364.400000,-1941.500000,-142.100000,-366.200000,358.489330,358.494365,366.599032,366.616707,8.443341,8.612781,2.563201,2.969848,false,1,2,true,false,5.756735,5.760208,5.756735,5.760208,2.379000,4.246000,1.807000,teleport_tsunami|teleport_tsunami,21|24,22|25,5.756735,5.760208,300-400,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,C,2,5,4,P05_race_tsunami_C_5.csv,27,28,29,29,30,10:09:47.241,10:09:48.530,10:09:48.530,10:09:48.530,10:09:49.955,-1941.500000,-142.000000,-366.300000,-2025.000000,-148.600000,-798.000000,-2021.100000,-147.100000,-796.400000,-2021.100000,-147.100000,-796.400000,439.701194,439.750725,437.403898,437.433629,4.215448,4.474371,4.215448,4.474371,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.289000,1.425000,teleport_tsunami,28,29,,,400-500,351-500,direct_hit
SITE1_P05,P05,SITE1,tsunami,C,2,5,5,P05_race_tsunami_C_5.csv,31,32,33,39,40,10:09:50.686,10:09:54.364,10:09:54.364,10:09:57.314,10:10:00.794,-2021.100000,-147.100000,-796.400000,-1819.400000,-140.800000,-1190.000000,-1861.800000,-139.200000,-1163.000000,-1819.500000,-139.400000,-1190.900000,442.271240,442.316109,399.714961,399.793021,50.266888,50.292345,0.905539,1.667333,false,2,3,true,false,57.859619,57.860036,40.892298,40.892420,0.933000,6.628000,3.480000,teleport_tsunami|teleport_tsunami|teleport_tsunami,32|35|38,33|36|39,40.892298|16.967322,40.892420|16.967616,400-500,351-500,short_corrections_only
SITE1_P05,P05,SITE1,tsunami,C,2,5,6,P05_race_tsunami_C_5.csv,41,42,43,49,50,10:10:01.911,10:10:04.299,10:10:04.299,10:10:07.359,10:10:08.932,-1819.400000,-139.400000,-1190.900000,-1375.200000,-127.000000,-1014.300000,-1265.700000,-122.200000,-985.500000,-1376.000000,-125.600000,-1015.100000,478.017991,478.178795,590.569937,590.820353,113.224070,113.325769,1.131371,1.800000,false,2,3,true,false,114.012057,114.060611,62.651177,62.671604,1.293000,5.448000,1.573000,teleport_tsunami|teleport_tsunami|teleport_tsunami,42|45|48,43|46|49,51.360880|62.651177,51.389007|62.671604,400-500,351-500,short_corrections_only
SITE1_P06,P06,SITE1,map,A,1,2,1,P06_race_map_A_2.csv,3,4,5,5,6,11:23:13.721,11:23:15.784,11:23:15.784,11:23:15.784,11:23:20.058,1364.500000,-137.000000,-2182.300000,1036.100000,-125.400000,-1926.600000,1037.700000,-123.700000,-1929.200000,1037.700000,-123.700000,-1929.200000,416.207941,416.369559,410.397965,410.606990,3.052868,3.494281,3.052868,3.494281,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.063000,4.274000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE1_P06,P06,SITE1,map,A,1,2,2,P06_race_map_A_2.csv,7,8,9,9,10,11:23:21.045,11:23:24.362,11:23:24.362,11:23:24.362,11:23:27.153,1037.600000,-123.800000,-1929.000000,660.800000,-122.800000,-2101.300000,659.200000,-121.100000,-2099.200000,659.200000,-121.100000,-2099.200000,414.325391,414.326598,414.965372,414.973517,2.640076,3.140064,2.640076,3.140064,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.317000,2.791000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P06,P06,SITE1,map,A,1,2,3,P06_race_map_A_2.csv,11,12,13,13,14,11:23:27.774,11:23:30.749,11:23:30.749,11:23:30.749,11:23:33.199,659.200000,-121.200000,-2099.100000,193.000000,-120.500000,-2075.600000,194.900000,-118.900000,-2073.400000,194.900000,-118.900000,-2073.400000,466.791913,466.792438,465.016269,465.021473,2.906888,3.318132,2.906888,3.318132,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.975000,2.450000,teleport_map,12,13,,,400-500,351-500,direct_hit
